what,kind,bundleId,bundleVersion,description,time
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1336744069398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744081952
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744082943
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336744084162
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: DGE",1336744084291
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336744087259
closed,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1336744087259
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336744091051
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1336744101571
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336744112338
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744134321
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744149172
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336744154481
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336744154676
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336744161810
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: DGE",1336744161918
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744166477
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744184385
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336744184415
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744186234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744203689
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1336744203713
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1336744206918
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: DGE",1336744207067
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744210977
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: DGE",1336744227755
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744229037
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1336744229067
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744240307
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744240388
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: DGE",1336744240521
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1336744243217
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744247819
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744250678
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336744250689
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: DGE",1336744250786
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744252301
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744265297
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744265342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744267411
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: DGE",1336744267616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744272558
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744272647
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: DGE",1336744272784
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1336744288615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744288945
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744289122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744294831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744322330
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744323944
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744325723
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1336744325737
error,log,,,"Failed to load properties file for project 'DGE'",1336744326890
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336744326936
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336744326983
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744336745
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744360426
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744375726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744387655
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1336744395746
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavadocView",1336744397911
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavadocView",1336744397937
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.SourceView",1336744398571
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.SourceView",1336744398586
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1336744399212
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336744403757
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336744405602
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336744417051
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744418198
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744464188
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744466243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744467420
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744468065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744472012
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336744480768
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: DGE",1336744480897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744484659
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744494529
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1336744495961
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744496306
error,log,,,"Ant Build Failed",1336744496381
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744496406
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336744510868
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: DGE",1336744510998
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744513956
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744537334
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336744541144
closed,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336744541144
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336744542763
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744544254
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: DGE",1336744596041
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744597755
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1336744597779
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1336744606329
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744606667
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744606826
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744610225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744622692
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744629023
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744633332
error,log,,,"JavaBuilder handling CoreException while cleaning: DGE",1336744633342
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1336744633344
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: DGE",1336744633466
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1336744640481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744640832
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744641018
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744644199
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744650941
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744652047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744653455
error,log,,,"JavaBuilder handling CoreException while cleaning: DGE",1336744653467
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1336744653468
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: DGE",1336744653615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744654723
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744666998
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336744667026
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1336744669839
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744670171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744670362
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744672464
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744676249
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336744676287
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744677725
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: DGE",1336744687983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744692938
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1336744692986
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336744695632
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336744699110
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: DGE",1336744699259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744720081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744754317
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1336744754351
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1336744756093
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336744761349
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336744761436
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336744764467
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.closeProject",1336744768073
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336744768181
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336744768201
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336744768261
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1336744772129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744774330
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744786516
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336744786539
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.openProject",1336744789546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744796538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744802017
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336744802031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744804888
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744826011
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744827423
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744828698
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336744828861
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1336744829188
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1336744829190
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1336744829191
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1336744829193
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1336744829193
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1336744829195
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1336744829197
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1336744829197
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,18.0.0.v201203301601-306762,"overlay.com.android.ide.eclipse.adt.overlay",1336744829237
stopped,bundle,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.adt",1336744829237
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1336744829250
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1336744844172
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1336744844174
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1336744844499
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1336744844500
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1336744844501
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1336744844502
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1336744844503
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1336744844503
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1336744844504
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1336744844505
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1336744844506
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1336744844507
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1336744844507
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1336744844508
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1336744844509
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1336744844510
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1336744844510
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1336744844511
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1336744844512
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1336744844513
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1336744844514
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1336744844514
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1336744844515
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1336744844515
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1336744844516
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1336744844517
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1336744844517
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1336744844518
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1336744844519
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1336744844519
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1336744844520
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1336744844520
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1336744844521
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1336744844522
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1336744844522
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1336744844523
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1336744844524
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1336744844525
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1336744844525
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1336744844526
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1336744844527
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1336744844528
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1336744844550
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1336744844551
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1336744844558
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1336744844559
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1336744844560
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1336744844560
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1336744844561
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1336744844561
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1336744844562
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1336744844608
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1336744844609
started,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1336744844610
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1336744844612
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1336744844613
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1336744844614
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1336744844614
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1336744844615
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1336744844616
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1336744844618
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1336744844619
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1336744844620
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1336744844621
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1336744844623
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1336744844623
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1336744844624
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1336744844635
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1336744844636
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1336744844639
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1336744844640
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1336744844640
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1336744844641
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1336744844643
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1336744844644
